userName,score,at,content
Pengguna Google,5,2020-12-11 18:30:38,sumpah aplikasi ini keren bngt.🥰
Pengguna Google,5,2020-12-11 13:21:36,Mantap
Pengguna Google,5,2020-12-11 11:17:01,"Aplikasinya bagus,membantu mengatur kalori yg di konsumsi tiap hari,kl bisa di tambah daftar makanannya supaya enak kl apa2 yg dicari ada.."
Pengguna Google,5,2020-12-11 10:03:05,Aplikasi yg sangat bermanfaat untuk mengatur pola makan orang kurus 👍👍👍
Pengguna Google,3,2020-12-11 06:54:21,Bagus
Pengguna Google,5,2020-12-11 05:41:08,Mantapppp.....sangat berguna buat diet
Pengguna Google,5,2020-12-10 23:53:05,Membantu sekali
Pengguna Google,5,2020-12-10 22:11:18,bagus banget
Pengguna Google,5,2020-12-10 17:45:42,Sangat membantu dalam hal menghitung jumlah kalori harian.thank you
Pengguna Google,5,2020-12-10 11:49:58,Membantu dlm belajar mengontrol kalori yg dikonsumsi
Pengguna Google,5,2020-12-10 08:41:55,"Mantap, bisa ngitung kalori maksimal. Bisa jadi acuan walaupun makannya dikit"
Pengguna Google,4,2020-12-10 06:03:26,Sangat membantu sekali untuk mgontrol makan kita...
Pengguna Google,5,2020-12-10 05:09:25,"Alhamdulillah... aplikasi yg sgt bermanfaat yakni sungguh membantu q utk memilah"" mknan yg baik dn menolong dlm menghitung kalori harian q... mksih👍👍"
Pengguna Google,5,2020-12-09 22:56:42,Aplikasi andalan banget selain IG ini medsos kesayangan akuuu.. sudah lose 25kg bravooo fatsecreettt sayang kamuuu 🥰❤❤❤
Pengguna Google,5,2020-12-09 19:15:59,Aplikasi ini telah sangat membantu saya dalam menurunkan berat badan dan berpola hidup yang lebih sehat
Pengguna Google,5,2020-12-09 17:00:18,"Membantu sekali target saya menurunkan berat badan, aplikasi nya mudah di pahami, sudah ada hitungan kalori nya, lemak, dll. Kalau boleh saran ada menu diet nya, pasti lebih ok lg aplikasi nya,"
Pengguna Google,5,2020-12-09 11:04:42,"Tiap hari harus rajin buka fat secreat, makan dan minum jd terkontrol, suka banget, semoga jumlah satuannya bs di tambahkan (dlm takaran sendok makan utk nasi) makasih"
Pengguna Google,5,2020-12-09 10:55:46,Mantul serasa punya ahli gizi dirumah
Pengguna Google,1,2020-12-09 02:06:31,APK nya gak bisa ke buka!!
Pengguna Google,4,2020-12-08 22:19:01,"Sejauh ini cukup membantu untuk kontrol program diet saya,hanya saja ada makanan tertentu yg tdk bisa di sesuaikan takaran nya tpi mungkin itu krna saya yg blm begitu mengerti cara mengelola aplikasi ini dgn baik 🙏"
Pengguna Google,5,2020-12-08 21:01:58,Keren
Pengguna Google,5,2020-12-08 17:41:18,Memudahkan mengetahui jumlah nutrisi yang kita butuhkan
Pengguna Google,5,2020-12-08 16:28:55,Sangat membantu dalam program diet.
Pengguna Google,5,2020-12-08 11:53:43,Bagus bgt.. aku sudah trun 3kg walupn blm sebulan
Pengguna Google,5,2020-12-08 08:08:52,Sangat membantu saya untuk menurunkan berat badan
Pengguna Google,4,2020-12-08 06:00:27,Mohon dtambahkan lagi jenis2 makananx
Pengguna Google,5,2020-12-07 23:18:56,Aplikasinya bner2 bagus bangett❤
Pengguna Google,2,2020-12-07 22:48:45,Aku kasih bintang 2dlu yah entar klo emang bner aplikasi nya bgus(aku kasih bintang lima yah in sya Allah😇🙏
Pengguna Google,5,2020-12-07 19:28:39,Bagus
Pengguna Google,5,2020-12-07 17:45:15,Ntaps lah
Pengguna Google,5,2020-12-07 17:27:20,Kereen
Pengguna Google,5,2020-12-07 15:17:23,Program makan dgn hit energi yg sesuai utk bb ku. Lur biasa.
Pengguna Google,5,2020-12-07 12:21:51,Oke
Pengguna Google,5,2020-12-07 11:06:07,Good app
Pengguna Google,5,2020-12-07 11:02:34,Membantu bgt
Pengguna Google,4,2020-12-07 10:24:36,Kenapa ga bisa saya donlot
Pengguna Google,5,2020-12-07 10:15:16,"Membantu banget, buat defkal. Kalori yang dimakan jadi terkontrol. Thank you"
Pengguna Google,5,2020-12-07 09:41:22,"Sangat membantu, dalam program defisit kalori."
Pengguna Google,5,2020-12-07 09:36:31,"Sangat membantu dalam menghitung kalori, alhamdulillah usah 4 bulan BB turun 12kg"
Pengguna Google,5,2020-12-07 08:39:40,sangat membantu sekali trimakasih
Pengguna Google,5,2020-12-07 08:06:02,"Aplikasi yang sangat membantu gue banget buat ngasih tau besar kalori yang kita makan, keren"
Pengguna Google,5,2020-12-07 08:05:36,Sngt membntu mksh
Pengguna Google,5,2020-12-07 07:11:25,Baguuussssssss
Pengguna Google,5,2020-12-07 06:47:15,Awesome
Pengguna Google,5,2020-12-07 05:24:52,Sangat membantu sekali
Pengguna Google,5,2020-12-07 05:03:41,Seneng banget pakek aplikasi ini sangat membantu smoga smakin sukses makasih fatsecret
Pengguna Google,5,2020-12-06 23:23:40,Mantap membuat saya semangat diet
Pengguna Google,5,2020-12-06 22:17:57,"Jd belajar asupan gizi dan makanan, thx fat secret"
Pengguna Google,5,2020-12-06 22:13:04,Mantap sangat sangat membantu
Pengguna Google,5,2020-12-06 17:24:51,Nice App
Pengguna Google,5,2020-12-06 17:16:24,Ok ok
Pengguna Google,3,2020-12-06 13:59:06,"Bagaimana cara merubah bahasanya mnjdi bhs indonesia? Pdhl regionnya sdh Indonesia, tp ttp bhs inggris dan menu indonesia nya sedikit sekali."
Pengguna Google,4,2020-12-06 10:05:18,Mantal
Pengguna Google,5,2020-12-06 08:33:52,Sangat lengkap menunya
Pengguna Google,5,2020-12-05 19:06:41,Bagus unt ngontrol
Pengguna Google,1,2020-12-05 18:41:12,Kenapa tidak bisa di pakai dan di buka
Pengguna Google,2,2020-12-05 17:55:41,Kenapa saya susah d download nyah padahal gak ada masalah sama jaringan ataupun memory?
Pengguna Google,4,2020-12-05 16:37:23,Mantaps
Pengguna Google,5,2020-12-05 11:53:37,Apk yang sangat bagus sekali sudah membantu saya dalam menghitung asupan kalori harian saya
Pengguna Google,5,2020-12-05 10:44:00,Aku pengen kurusss
Pengguna Google,5,2020-12-05 09:06:17,Keren..
Pengguna Google,5,2020-12-05 07:53:10,Sangat bermanfaat😜
Pengguna Google,4,2020-12-05 07:22:27,Aplikasi yang bagus
Pengguna Google,5,2020-12-05 06:38:57,Sangat membantuuuuu
Pengguna Google,5,2020-12-05 05:47:22,Ok
Pengguna Google,5,2020-12-05 04:53:21,Bagus aplikasinya
Pengguna Google,5,2020-12-04 21:54:30,Ditambah lagi dong varian menu nya biar lebih lengkap. But overall sangat membantu program diet defisit kalori. Thanks
Pengguna Google,5,2020-12-04 21:07:28,Mantap sangat membantu
Pengguna Google,4,2020-12-04 21:01:48,Bagus
Pengguna Google,5,2020-12-04 14:14:32,Bantu banget buat saya yg sedang program lose weight. Bisa kontrol kalori makanan jd bisa defisit dgn tepat. Recommend
Pengguna Google,5,2020-12-04 13:56:49,Sangat membantu.
Pengguna Google,5,2020-12-04 08:38:05,Mempermudah proses diet untuk pemula
Pengguna Google,5,2020-12-04 07:36:00,"Berkat fat secret, aku jadi ngerti kebutuhan kalori harian ku brp.. dan dua Minggu turun 2 kilo dong 😍😍"
Pengguna Google,5,2020-12-04 07:03:52,sangat membantu dietku
Pengguna Google,5,2020-12-04 06:24:57,"Aplikasi ini membantu saya dalam mengontrol asupan makanan dan kalori saya, trims fat secret"
Pengguna Google,5,2020-12-04 05:18:25,"Sangat ngrbantu banget, buat aku yang lagi diet begini."
Pengguna Google,5,2020-12-04 04:58:38,"Alhamdulillah sangat terbantu sekali dgn adanya aplikasi ini, dlu selalu gagal naik dkit aja langsung down tpi sekarang krna sdh tau ilmunya apa yang sudah kita konsumsi tercatat jd ada track record ya memudahkan kita untuk memperbaiki naikpun tak jdi msalah krna kita tau nanti jg akan turun in sya Allah, makasih FS"
Pengguna Google,5,2020-12-04 02:36:47,alhamdulillah berubah jadi bahasa indonesia lagi👍
Pengguna Google,5,2020-12-03 20:01:01,👍🏻👍🏻👍🏻
Pengguna Google,5,2020-12-03 12:36:29,Membantu banget dalam proses diet saya 😊 Smngat buat smua pejuang diet 😊
Pengguna Google,5,2020-12-03 11:26:00,diet tidak bebat karna ada aplikasi ini ❤️❤️ .. karna bisa memilah sebelum memakan makanan
Pengguna Google,4,2020-12-03 09:17:32,ok
Pengguna Google,5,2020-12-03 06:54:40,"Lost 10 kg gara gara aplikasi ini, makasih banyak ya"
Pengguna Google,5,2020-12-03 06:44:20,Sangat membantu sekali untuk konsisten mengatur kalori yang masuk ke dalam tubuh 👍
Pengguna Google,5,2020-12-03 06:30:21,Love this app!
Pengguna Google,5,2020-12-03 05:39:54,Ok
Pengguna Google,5,2020-12-02 19:06:35,thebest
Pengguna Google,5,2020-12-02 18:03:51,Terima kasih fat secret sudah membantu program diet saya
Pengguna Google,5,2020-12-02 17:48:19,"Bagus,sangat membantu mengatur pola makan."
Pengguna Google,5,2020-12-02 17:41:36,Mantap
Pengguna Google,5,2020-12-02 14:06:51,Sangat berguna buat saya yg ingin hidup sehat buat tracking kalori tiap hari 👌
Pengguna Google,5,2020-12-02 12:49:14,"Bagus, bermanfaat bgt"
Pengguna Google,5,2020-12-02 11:21:43,Mantab penunjang dietku
Pengguna Google,5,2020-12-02 09:14:58,Keren 👍👍👍
Pengguna Google,5,2020-12-02 08:50:54,"Sangatttttt membantu, saya bisa devisit kalori, dan mengetahui berapa kalori makanan yg saya makan, dari BB 60 sekarang sudah 47❤️"
Pengguna Google,5,2020-12-02 07:05:05,Ok. Sangat membantu
Pengguna Google,5,2020-12-02 06:34:41,Sangat membantu dalam program diet saya...aplikasi yang bermanfaat sekali tingkatkan aplikasi dengan menambah menu2 diet agar lebih lengkap dalam 1 aplikasi
Pengguna Google,5,2020-12-01 20:13:18,Sangat membantu banget
Pengguna Google,5,2020-12-01 07:55:31,Sangat membantu untuk memonitoring tubuh. Cek makanan. Dll. Keren
Pengguna Google,5,2020-12-01 05:58:53,Aplikasi nya bermanfaat banget untuk pendukung program diet
Pengguna Google,5,2020-12-01 05:57:38,Aplikasi ini sangat membantu 🤩
Pengguna Google,5,2020-12-01 05:06:46,Sangat bermanfaat menagtur pola makan.
Pengguna Google,4,2020-11-30 21:48:34,Bagus untuk mengatur pola makan yg sehat.
Pengguna Google,5,2020-11-30 18:52:24,Ok
Pengguna Google,5,2020-11-30 11:02:54,Great aps
Pengguna Google,5,2020-11-30 09:19:48,Mantap bgt
Pengguna Google,5,2020-11-30 07:11:14,Sangat bagus
Pengguna Google,5,2020-11-30 05:24:51,"Bagus aplikasinya, tempat sharing yang bikin memotivasi pola hidup sehat"
Pengguna Google,5,2020-11-29 19:31:11,Sangat suka
Pengguna Google,5,2020-11-29 11:41:22,Mantap banget aplikasi nya
Pengguna Google,5,2020-11-29 08:14:10,Suka sekali.. makan bisa terkontrol
Pengguna Google,5,2020-11-29 06:14:09,Aplikasi yg paling bagus untuk mengontrol makanan yg masuk
Pengguna Google,5,2020-11-28 18:58:23,Sangat membantu program diet saya
Pengguna Google,5,2020-11-28 13:56:01,Sangat bagus
Pengguna Google,1,2020-11-28 13:22:23,Jenis dan fariasi makanannya kurang banyak
Pengguna Google,5,2020-11-28 11:42:11,Sangat membantu dalam mengontrol asupan kalori yang dimakan setiap hari. Thanks fatsecret 👍👍
Pengguna Google,5,2020-11-28 10:56:42,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
Pengguna Google,5,2020-11-28 08:48:54,So helpful
Pengguna Google,5,2020-11-28 07:36:51,"Meskipun kurang akurat tp bisa jadi patokan mengukur kalori kita setiap hari, kalau bisa aplikasi bisa sycnronise dengan smartwatch tambah keren ini aplilasi terimakasih Fat secret"
Pengguna Google,4,2020-11-28 07:08:49,Ada yg eror..klo kita mau hapus latian ..kq angkanya tetep ada??
Pengguna Google,5,2020-11-27 16:56:55,Sukakkk banget berkat aplikasi ini aku bisa itung kalori harianku!
Pengguna Google,5,2020-11-27 13:11:08,Bagusssss tapi mohon di tingkatkan lagi
Pengguna Google,5,2020-11-27 12:50:59,Sangat membantu
Pengguna Google,5,2020-11-27 08:11:20,Luarrr biasa..sangat bermanfaat hidup sehat
Pengguna Google,4,2020-11-27 07:46:06,"Aplikasi bagus, sangat membantu"
Pengguna Google,5,2020-11-27 07:08:19,Trimakasih fat screet membantu program dietku sukses😇
Pengguna Google,5,2020-11-26 21:08:34,"Good, very2 helpfull"
Pengguna Google,5,2020-11-26 20:03:28,Good
Pengguna Google,5,2020-11-26 18:04:41,Sangat membantu program penurunan bb aku semuanya bisa diitung
Pengguna Google,5,2020-11-26 10:57:08,Good
Pengguna Google,5,2020-11-26 10:34:05,Sekarang jadi tau berapa kalori yang aku makan Terimakasihhhh
Pengguna Google,5,2020-11-26 06:59:10,Mantap
Pengguna Google,5,2020-11-26 06:21:55,"Sangat membantu untu program diet sy, sistematis dan praktis"
Pengguna Google,5,2020-11-25 21:46:58,Membantu untuk mengatur kalori yang masuk setiap hari nya
Pengguna Google,4,2020-11-25 20:31:16,Sangat membantu untuk dapat diet secara benar dan tepat
Pengguna Google,5,2020-11-25 20:25:52,"Sangat membantu sekali, akhir bulan lalu nemu aplikasi yg bs buat indikator aku mengurangi defisit kalori, terimakasih"
Pengguna Google,5,2020-11-25 19:32:36,"Selama ini diet ga pernah berhasil,tapi kalo pake aplikasi ini langsung berhasil,thanks ya FatSecret"
Pengguna Google,5,2020-11-25 18:00:27,sangat membantu
Pengguna Google,5,2020-11-25 15:53:32,Very Nice
Pengguna Google,2,2020-11-25 14:41:40,Cara ganti foto profil di fatsecret gimana sih??
Pengguna Google,5,2020-11-25 13:23:55,"Ini benar² sangat anehhhhhh.. sy download apk ini lalu ketika ingin masuk (daftar) malah ada tulisan ada kesalahan yg tarduga, ketika menggunakan email malah ada orang yg sama email nya kyk sy (ada tulisan sprti it) sy lgsung uninstall👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻⭐"
Pengguna Google,5,2020-11-25 11:47:13,"Suka banget sama aplikasi ini, ngebantu buat nurunin berat badan dengan defisit kalori 😂"
Pengguna Google,5,2020-11-25 08:30:24,Bagus dan sangat memotivasi
Pengguna Google,5,2020-11-25 08:26:36,Apikeeeeee
Pengguna Google,5,2020-11-25 07:21:51,"Sangat membantu untuk menghitung kalori yang masuk sesuai tdee, dan sangat membantu dalam pola diet sehari-hari baik yg cutting, maintenance ataupun yg lagi bulking"
Pengguna Google,5,2020-11-25 07:17:35,Sangat membantu
Pengguna Google,5,2020-11-25 06:30:23,Luar biasa... saya baru tau tentang kalori dan mampu mengontrol makan dengan aplikasi ini... trimakasih
Pengguna Google,4,2020-11-25 05:17:12,"Coba ditambah ada body measurement nya, jdi bukan berpatokan sama bb aja"
Pengguna Google,1,2020-11-24 20:13:10,Tolong utamakan juga pakai bahasa indonesia yang mudah dipahami
Pengguna Google,5,2020-11-24 19:13:37,Bagussss
Pengguna Google,5,2020-11-24 17:09:17,"sangat membantu, utk menghitung jumlah kalori yg masuk, semoga kedepan makin bervariasi lg jenis makanan yg telah di hitung kalorinya 👍"
Pengguna Google,5,2020-11-24 06:49:25,Aplikasi yg sangat membantu
Pengguna Google,5,2020-11-24 06:44:19,"Trimakasih fs, apl ini sangat membantu agar asupan kalori harian yg masuk terus terpantau.. jadi bisa ttp makan enak dengan defkal ❤️"
Pengguna Google,5,2020-11-23 19:07:56,Sangat membantu program diet saya
Pengguna Google,5,2020-11-23 16:36:49,Sangat bermanfaat untuk melihat kandungan makanan
Pengguna Google,5,2020-11-23 13:45:55,Sangat membantu jika sdg menjalani program diet ..Menghitung kalori harian supaya tercukupi.Dan sharing bersama orang2 yg ingin hidup sehat.
Pengguna Google,5,2020-11-23 13:18:28,"Thanks aplikasi luar biasa, aku bisa turun BB sekarang walaupun masih dlm perjuangan😭🤭 the best❤"
Pengguna Google,5,2020-11-23 12:35:15,Mantap jiwa
Pengguna Google,5,2020-11-23 10:28:48,sangat membantu saya dlm menata persoalan diet😊😊😊 terima kasih
Pengguna Google,5,2020-11-23 09:06:45,Apk ini sangat bagus
Pengguna Google,4,2020-11-23 09:06:32,Untuk penghitungan kalori pada makanan tolong diperbanyak lagi
Pengguna Google,5,2020-11-23 09:02:59,"Maasyaa Allah Baguus bgt,,Semoga Allah beri pahala atas Aplikasi ini. masukan aja klo bisa ksh liat brapa lama kita akan turun utk mencapai BB ideal misal 6 bulan kah atau lebih. biar semangat lagi..Makasiih ya brmanfaat bgt buat aku"
Pengguna Google,5,2020-11-23 08:47:32,Aplikasi ini bagus banget buat ngontrol pola makan ku.. pas banget buat yg memulai diet..
Pengguna Google,4,2020-11-23 08:32:49,"Bagus, bermanfaat banget untuk mengatur pola makan baik menurunkan berat badan, memambah atau jaga berat badan. Fitur nutrisinya sudah lengkap. Tinggal tambah lagi database makannnya. Dan dibuat supaya bisa copy daftar makanan dari hari lain, agar ga repot lagi input satu satu."
Pengguna Google,5,2020-11-23 08:02:22,Membantu mengontrol kalori dan asupan makanan
Pengguna Google,5,2020-11-23 07:55:22,Alhamdulillah membantu sekali aplnya thank you kak
Pengguna Google,2,2020-11-23 06:34:28,2 aja dulu ya..😊😊
Pengguna Google,5,2020-11-23 05:22:46,"Sangat membantu, saran bisa ditambah terus jenis makanannya"
Pengguna Google,5,2020-11-23 04:31:28,Alhamdulillaah Sangat membantu
Pengguna Google,5,2020-11-22 20:38:25,Sangat bagus
Pengguna Google,5,2020-11-22 17:02:45,sangat membantu
Pengguna Google,5,2020-11-22 14:30:30,Sangat membantu sekaliii
Pengguna Google,4,2020-11-22 08:15:09,"Aplikasi yg bagus.. hampir tak ada celah... hanya saja berbayar jika ingin meningkatkannya lagi. Tapi keseluruhan oke banget ini aplikasi, sangat membantu...yg belum download aku saranin download ya... Membantu banget untuk program diet"
Pengguna Google,4,2020-11-22 08:11:43,"Bagus banget , cuman perlu di lengkapi lagi makanannya hihi"
Pengguna Google,5,2020-11-22 06:22:59,Aplikasi yang sangat bagus
Pengguna Google,5,2020-11-22 05:59:30,Aplikasi yg sangat membantu dlam dietku 👍
Pengguna Google,5,2020-11-22 03:37:43,Mantul
Pengguna Google,5,2020-11-22 01:28:32,Aplikasi yg sangat membantu pola makan lbh terjaga hdp lbh sehat dan badan lbh ideal.. Thkss fatsecret..
Pengguna Google,5,2020-11-21 21:30:16,Sangat bagus si
Pengguna Google,5,2020-11-21 13:49:48,"Buat yang hp nya masih bahasa Inggris, harus dijadikan bahasa Indonesia dulu. Lalu pilih fat secret bahasa Indonesia. Banyak kok masakan dan makanan Ind. Kalau hp msh bhs Inggris g bisa."
Pengguna Google,5,2020-11-21 09:54:24,Mntap
Pengguna Google,5,2020-11-20 13:08:08,"Sangat membantu program diet, meskipun terkadang masih bingung menghitung jumlah kalori pada satu makanan tertentu."
Pengguna Google,5,2020-11-20 12:14:32,Sangat membantu bagi yang mau diet
Pengguna Google,5,2020-11-20 05:04:36,Bermanfaat
Pengguna Google,5,2020-11-19 13:28:01,Very usefull
Pengguna Google,5,2020-11-19 12:28:28,Apk bagus. Ini lagi proses menggunakan apk ini. Tapi segi desain dan navigasi bagus dan mudah dipahami.... semoga tipsnya jitu bagi diriku.
Pengguna Google,5,2020-11-19 08:48:21,Great
Pengguna Google,5,2020-11-18 11:47:21,Sangat membantu saya mengukur kalori harian yg masuk dlam tubuh
Pengguna Google,5,2020-11-18 10:51:33,Bgus
Pengguna Google,5,2020-11-18 06:31:53,Suka dan terbantu dengan aplikasi ini. Awalnya agak bingung tapi skr sdh mulai ngerti
Pengguna Google,5,2020-11-18 05:32:00,Bismillah semoga dietnya lancar Ini juga bisa dipakai untuk mengetahui berapa banyak kalori kita makan
Pengguna Google,5,2020-11-17 16:12:42,Terimakasih fat secret sudah mempermudah diet saya
Pengguna Google,5,2020-11-17 15:01:21,Sangat bermanfaat & berguna.
Pengguna Google,5,2020-11-17 11:35:52,Berguna buat diett
Pengguna Google,5,2020-11-17 06:57:32,"trimaksih developer, say abisa bertemu dengan kawan kawan yang sepeejuangan dalam diet saya"
Pengguna Google,5,2020-11-17 06:15:56,"Seru banget selain bisa bikin meal plan ketemu orang"" yang bisa kasih tips dieting hehe"
Pengguna Google,5,2020-11-17 05:58:28,sangat terbantu
Pengguna Google,5,2020-11-16 22:17:36,"Sangat membantu dietku,trimakasih 🙏"
Pengguna Google,5,2020-11-16 17:57:24,worth it
Pengguna Google,4,2020-11-16 16:14:30,Ok
Pengguna Google,5,2020-11-16 14:41:30,Sangat bagus untuk mengatur pola makan. Dan menjaga berat badan secara sehat
Pengguna Google,1,2020-11-16 14:19:40,Kenapa makanan yg di cari tidak lengkap lagi. Susah
Pengguna Google,5,2020-11-16 13:34:52,Semoga berhasil semangaar
Pengguna Google,5,2020-11-16 13:11:47,Membantu banget sy dlm mengatur pola makan sehingga bb sy terua menurun dan dpt mengontrol makan
Pengguna Google,5,2020-11-16 13:06:26,Mantull lah pokoknyaa
Pengguna Google,1,2020-11-16 12:08:37,Bikin bingung pakai bahasa inggris... Banyak yg g ada juga Mending bahasa indonesia tp semuanya ada...
Pengguna Google,5,2020-11-16 10:09:43,Sangat membantuku untuk pemula diet terimakasih
Pengguna Google,5,2020-11-16 10:02:06,"Sangat terbantu buat menghitung dan mengatur jumlah kalori, memilih makanan, dan komunitas healthy food dan diet yang banyak"
Pengguna Google,5,2020-11-16 08:26:15,Great app! Helping me to loose weight easily
Pengguna Google,5,2020-11-16 08:00:06,Useful
Pengguna Google,5,2020-11-16 07:07:35,Bermanfaat sekali👍👍🙏
Pengguna Google,3,2020-11-16 06:39:34,"Setelah diupgrade makanannya malah tambah sedikit,yang dulu nyari ada,sekarang nggak ada,mana bahasa Inggris pula.Sayang banget sih, padahal sebenernya suka sama aplikasi ini"
Pengguna Google,5,2020-11-16 06:37:11,Membantuku turun BB 10kg
Pengguna Google,5,2020-11-16 05:48:17,Sangat membantu sekaliiii hingga bb ku turun huhu terharu
Pengguna Google,5,2020-11-15 16:06:26,Bagus. Jadi mengerti kalori.
Pengguna Google,5,2020-11-15 08:41:19,Mantap sangat membantu
Pengguna Google,4,2020-11-15 07:52:55,Kalo bisa makanannya lebih dilengkapin lagiii
Pengguna Google,5,2020-11-15 07:41:35,"Sukaaaa aplikasi nya dan sangat ngebantu program diet,tq"
Pengguna Google,4,2020-11-15 07:23:59,"Ada beberapa makanan yang kalorinya bikin bingung, misal tahu goreng masa lebih rendah dari tahu aja? Sebenernya memang kebantu banget sama aplikasinya, tapi kalo bisa daftar makanannya bisa di kroscheck lg keakuratannya .."
Pengguna Google,5,2020-11-14 20:54:34,Membantu mengurangi jumblah asupan kalori sehari2 karna kita tau jumblah kalori yg kita makan
Pengguna Google,4,2020-11-14 19:18:34,Membantu banget... selama ini selalu lancar proses diet saya... tanpa obat2 lain... dari 71 kg sekarang 58kg...
Pengguna Google,5,2020-11-14 14:50:55,Sangat membantu menghitung kalori makanan
Pengguna Google,5,2020-11-14 10:38:44,"SUMPAH YA SENENG BGT AKU SM APK INI. MASA AKU DIET AWAL AGUSTUS PERTGL 1 AGUSTUS 2019 sMP TGL 7 SEPTEMBER 2019 AKU TURUN 7KG GRGR DISIPLIN MAKAN NGITUNG KALORI SM OLAHRAGA TERATUR🤪 MAKASI FATSECRET TEMAN DIET DEFISIT KALORIKU😘😘😘😘😘😘🌈🌈🌈🌈🌈🌈 aku smp turun 20kg nerusin defisit kalori ini. Skrg aku hamil, mau defisit kalori lg rencananya abis lahiran. Doain ya😘"
Pengguna Google,5,2020-11-14 09:24:32,Membantu bgt buat program diet
Pengguna Google,5,2020-11-14 07:48:32,Benar benar membantu bagi yang ingin memulai untuk diet
Pengguna Google,5,2020-11-14 07:38:03,"Aplikasi yg sangat bagus utk mengatur asupan kalori , terutama kalau lagi diet."
Pengguna Google,5,2020-11-14 06:13:03,"Ini aplikasi terbaik,. Membantuku dalam program ku, I like this Aplikasi✨🖤.But,,,Emang soal kalorinya ada yang kurang akurat"
Pengguna Google,5,2020-11-14 05:53:00,Sangat membantu aku yang ingin nurunin BB
Pengguna Google,5,2020-11-14 00:09:24,keren
Pengguna Google,4,2020-11-13 20:21:28,Sangat membantu
Pengguna Google,5,2020-11-13 18:00:56,Love love Cukup membantu Semoga lebih di tingkatkan akurasi jumlah kalori dan daftar jumlah kalori jenis makanan yg ada di app
Pengguna Google,5,2020-11-13 12:49:51,Keren
Pengguna Google,5,2020-11-12 19:10:43,Suka bgt sm aplikasi ini
Pengguna Google,5,2020-11-12 17:38:22,"Membantu bngt buat yg lgi proses diet, aku baru turun 2 kg... Masih 14 kg lagi buat kejar target, semangattttttt"
Pengguna Google,5,2020-11-12 13:59:41,Sangat efektif untuk menghitung kebutuhan kalori harian love it 💕💕
Pengguna Google,5,2020-11-12 12:48:32,Luvvv pokonya
Pengguna Google,5,2020-11-12 11:47:25,"Aplikasi sangat membantu untuk mengatur pola makan harian, cukup lengkap jg untuk jenis makanan yg tersedia. Hanya saja terkadang kalau sudah input terlalu banyak loading lama sekali."
Pengguna Google,5,2020-11-12 09:23:29,"Sejauh ini oke banget, sarannya daftar menu makanannya yang sudah terdaftar di data nilai nutrisinya lebih dibanyakin"
Pengguna Google,5,2020-11-12 08:50:45,"sangat membantu progam diet,,trimakasih"
Pengguna Google,5,2020-11-12 07:13:08,Aplikasi nya bermanfaat banget
Pengguna Google,5,2020-11-12 06:33:42,Oke banget.
Pengguna Google,5,2020-11-12 05:07:56,Sangat membantu dan mudah digunakan..
Pengguna Google,5,2020-11-11 22:37:20,Aplikasi bagus
Pengguna Google,5,2020-11-11 19:15:08,Sangat membantu dan sangat memuaskan
Pengguna Google,5,2020-11-11 18:59:41,Sangat bagus
Pengguna Google,5,2020-11-11 16:35:14,Sanggat membantu
Pengguna Google,4,2020-11-11 15:37:26,Kurang lengkap👍
Pengguna Google,5,2020-11-11 15:14:01,Good
Pengguna Google,5,2020-11-11 14:16:26,Sangat membantu
Pengguna Google,5,2020-11-11 14:06:20,Banguss banget buat defcal
Pengguna Google,5,2020-11-11 07:23:04,Sangat membantu banget buat kita kita yg lagi program hidup sehat... So happy ☺
Pengguna Google,5,2020-11-11 05:08:42,The best
Pengguna Google,5,2020-11-10 19:26:17,"nice, cocok bgt untuk yg lagi diet atau yg lagi defkal. luv it"
Pengguna Google,5,2020-11-10 12:02:56,Diet terarah 🥰
Pengguna Google,5,2020-11-10 11:43:46,Aplikasi yg sangat memotivasi
Pengguna Google,4,2020-11-10 11:26:22,Sangat bermanfaat
Pengguna Google,5,2020-11-10 07:37:34,Aplikasi yang sangat baik untuk mengatur pola makan dan mengatur berat tubuh meuju berat ideal dan sehat. Mantap.
Pengguna Google,5,2020-11-10 07:20:15,Kalori Menu makanannya tolong ditambahkan
Pengguna Google,5,2020-11-10 06:18:11,Siippp
Pengguna Google,4,2020-11-10 05:02:33,Sangat membantu program diet
Pengguna Google,4,2020-11-09 21:33:58,"Maaf yaa bintang 4 kyk ada yg gak sesuai bgt daftar2 nya contoh,masa bubur ayam (372kal) lebih tinggi di banding nasi uduk (260kal) wkwkw sdngkn nasi uduk pake santan dan bubur yaa cuman pake air biasa gtu perbaiki ya min.."
Pengguna Google,5,2020-11-09 21:00:56,Mantappppp
Pengguna Google,5,2020-11-09 19:30:10,"keren,sangat membantu dietku"
Pengguna Google,5,2020-11-09 19:14:54,Benar2 sangat membantu sya dlm pola makan..terima kasih
Pengguna Google,4,2020-11-09 19:12:40,"Keren ini pokoknya,membantu bgt buat diet, cuman lebih banyakin lagi makanan nya kurang lengkap"
Pengguna Google,5,2020-11-09 17:59:07,Mantappp
Pengguna Google,5,2020-11-09 17:56:53,Masya allah banget
