,userName,score,at,content,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_akhir,polarity_score,sentiment
4700,Hockey Mix,5,2020-06-26 00:24:25,Kalau keseringan di buka. jadinya loading,Kalau keseringan di buka jadinya loading,kalau keseringan di buka jadinya loading,kalau keseringan di buka jadinya loading,"['kalau', 'keseringan', 'di', 'buka', 'jadinya', 'loading']","['keseringan', 'buka', 'loading']",keseringan buka loading,0,Neutral
4701,nashhs,5,2020-06-25 21:49:07,Tidak ada alasan,Tidak ada alasan,tidak ada alasan,tidak ada alasan,"['tidak', 'ada', 'alasan']",['alasan'],alasan,0,Neutral
4702,Weniaja,5,2020-06-25 18:48:28,Suka,Suka,suka,suka,['suka'],['suka'],suka,2,Positive
4703,Tia Mutia,5,2020-06-25 18:09:00,Bagus sekali rekom deh,Bagus sekali rekom deh,bagus sekali rekom deh,bagus sekali rekom deh,"['bagus', 'sekali', 'rekom', 'deh']","['bagus', 'rekom', 'deh']",bagus rekom deh,-2,Negative
4704,Yesi Pranata,5,2020-06-25 17:20:59,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
4705,Putri Rally Jelita Aprilia,5,2020-06-25 16:11:40,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
4706,Bella yanti,5,2020-06-25 08:22:34,Sangat membantu saat program diet Jadi tau asupan makan setiap harinya 😊,Sangat membantu saat program diet Jadi tau asupan makan setiap harinya,sangat membantu saat program diet jadi tau asupan makan setiap harinya,sangat membantu saat program diet jadi tau asupan makan setiap harinya,"['sangat', 'membantu', 'saat', 'program', 'diet', 'jadi', 'tau', 'asupan', 'makan', 'setiap', 'harinya']","['membantu', 'program', 'diet', 'tau', 'asupan', 'makan', 'harinya']",membantu program diet tau asupan makan harinya,-7,Negative
4707,Insani Juniarti,5,2020-06-25 06:23:28,Good,Good,good,good,['good'],['good'],good,5,Positive
4708,Vj Cilik,5,2020-06-25 05:17:34,Aplikasi ini benar2 membantuku untuk menurunkan bbq 💪💪💪,Aplikasi ini benar membantuku untuk menurunkan bbq,aplikasi ini benar membantuku untuk menurunkan bbq,aplikasi ini benar membantuku untuk menurunkan bbq,"['aplikasi', 'ini', 'benar', 'membantuku', 'untuk', 'menurunkan', 'bbq']","['aplikasi', 'membantuku', 'menurunkan', 'bbq']",aplikasi membantuku menurunkan bbq,-9,Negative
4709,bu hadiwibowo,5,2020-06-25 05:10:51,Simple dan sangat membantu,Simple dan sangat membantu,simple dan sangat membantu,simple dan sangat membantu,"['simple', 'dan', 'sangat', 'membantu']","['simple', 'membantu']",simple membantu,3,Positive
4710,Erna wati,5,2020-06-24 19:12:53,Bagus banget aplikasi ini sangat membantu diet qu 👍🏻👍🏻😍😘,Bagus banget aplikasi ini sangat membantu diet qu,bagus banget aplikasi ini sangat membantu diet qu,bagus banget aplikasi ini sangat membantu diet qu,"['bagus', 'banget', 'aplikasi', 'ini', 'sangat', 'membantu', 'diet', 'qu']","['bagus', 'banget', 'aplikasi', 'membantu', 'diet', 'qu']",bagus banget aplikasi membantu diet qu,-8,Negative
4711,Veronica Jr.,5,2020-06-24 18:35:57,sangat membantu saya untuk mendapatkan body goals. thanks fatsecrets!!,sangat membantu saya untuk mendapatkan body goals thanks fatsecrets,sangat membantu saya untuk mendapatkan body goals thanks fatsecrets,sangat membantu saya untuk mendapatkan body goals thanks fatsecrets,"['sangat', 'membantu', 'saya', 'untuk', 'mendapatkan', 'body', 'goals', 'thanks', 'fatsecrets']","['membantu', 'body', 'goals', 'thanks', 'fatsecrets']",membantu body goals thanks fatsecrets,3,Positive
4712,Tri Wahyu Lestari,5,2020-06-24 13:24:40,App bagus bgt. Kita bisa ngontrol kalori kita. Recomended bgt.,App bagus bgt Kita bisa ngontrol kalori kita Recomended bgt,app bagus bgt kita bisa ngontrol kalori kita recomended bgt,app bagus banget kita bisa ngontrol kalori kita recomended banget,"['app', 'bagus', 'banget', 'kita', 'bisa', 'ngontrol', 'kalori', 'kita', 'recomended', 'banget']","['app', 'bagus', 'banget', 'ngontrol', 'kalori', 'recomended', 'banget']",app bagus banget ngontrol kalori recomended banget,0,Neutral
4713,Budjang Lapuk,5,2020-06-24 13:05:02,Ntapss,Ntapss,ntapss,ntapss,['ntapss'],['ntapss'],ntapss,0,Neutral
4714,Rina Sarkam,5,2020-06-24 13:04:37,Keren,Keren,keren,keren,['keren'],['keren'],keren,0,Neutral
4715,Irfan How,4,2020-06-24 12:55:54,"Sangat membantu, tetapi kurang lengkap daftar makanannya huhu, nggak ada saran makanan (kurang informatif).",Sangat membantu tetapi kurang lengkap daftar makanannya huhu nggak ada saran makanan kurang informatif,sangat membantu tetapi kurang lengkap daftar makanannya huhu nggak ada saran makanan kurang informatif,sangat membantu tetapi kurang lengkap daftar makanannya huhu tidak ada saran makanan kurang informatif,"['sangat', 'membantu', 'tetapi', 'kurang', 'lengkap', 'daftar', 'makanannya', 'huhu', 'tidak', 'ada', 'saran', 'makanan', 'kurang', 'informatif']","['membantu', 'lengkap', 'daftar', 'makanannya', 'huhu', 'saran', 'makanan', 'informatif']",membantu lengkap daftar makanannya huhu saran makanan informatif,-1,Negative
4716,Susan Widya,5,2020-06-24 10:00:32,Aplikasi. Nya bagus untuk hitung kalori cuman kurang lengkap di pencarian. Makanannya,Aplikasi Nya bagus untuk hitung kalori cuman kurang lengkap di pencarian Makanannya,aplikasi nya bagus untuk hitung kalori cuman kurang lengkap di pencarian makanannya,aplikasi nya bagus untuk hitung kalori cuman kurang lengkap di pencarian makanannya,"['aplikasi', 'nya', 'bagus', 'untuk', 'hitung', 'kalori', 'cuman', 'kurang', 'lengkap', 'di', 'pencarian', 'makanannya']","['aplikasi', 'bagus', 'hitung', 'kalori', 'cuman', 'lengkap', 'pencarian', 'makanannya']",aplikasi bagus hitung kalori cuman lengkap pencarian makanannya,-6,Negative
4717,Elisa,5,2020-06-24 09:55:52,Bagus bgt!,Bagus bgt,bagus bgt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,-1,Negative
4718,j chip,5,2020-06-23 20:22:52,Membantu pola makan yg sehat utamanya kontrol asupan kalori,Membantu pola makan yg sehat utamanya kontrol asupan kalori,membantu pola makan yg sehat utamanya kontrol asupan kalori,membantu pola makan yang sehat utamanya kontrol asupan kalori,"['membantu', 'pola', 'makan', 'yang', 'sehat', 'utamanya', 'kontrol', 'asupan', 'kalori']","['membantu', 'pola', 'makan', 'sehat', 'utamanya', 'kontrol', 'asupan', 'kalori']",membantu pola makan sehat utamanya kontrol asupan kalori,6,Positive
4719,Dimas Viper,5,2020-06-23 18:58:03,Mantap,Mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
4720,Ulini Judika Simanjuntak,5,2020-06-23 14:41:57,Sangat membantu!,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
4721,Yeni Panjaitan,5,2020-06-23 08:31:36,mantap fs,mantap fs,mantap fs,mantap fs,"['mantap', 'fs']","['mantap', 'fs']",mantap fs,5,Positive
4722,iis herlina,3,2020-06-23 08:20:31,"bagus,sangat membantu mengontrol BB,namun list makanan kurang lengkap.but its ok.",bagussangat membantu mengontrol BBnamun list makanan kurang lengkapbut its ok,bagussangat membantu mengontrol bbnamun list makanan kurang lengkapbut its ok,bagussangat membantu mengontrol bbnamun list makanan kurang lengkapbut its ok,"['bagussangat', 'membantu', 'mengontrol', 'bbnamun', 'list', 'makanan', 'kurang', 'lengkapbut', 'its', 'ok']","['bagussangat', 'membantu', 'mengontrol', 'bbnamun', 'list', 'makanan', 'lengkapbut', 'ok']",bagussangat membantu mengontrol bbnamun list makanan lengkapbut ok,7,Positive
4723,fir,2,2020-06-22 22:53:07,Kok gabisa masuk ya akun saya,Kok gabisa masuk ya akun saya,kok gabisa masuk ya akun saya,kok gabisa masuk ya akun saya,"['kok', 'gabisa', 'masuk', 'ya', 'akun', 'saya']","['gabisa', 'masuk', 'akun']",gabisa masuk akun,-3,Negative
4724,Januarti Wahyuni,5,2020-06-22 22:23:15,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
4725,adhitya setiawan,5,2020-06-22 18:44:50,Aplikasi yang sangat membantu,Aplikasi yang sangat membantu,aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'yang', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi membantu,-4,Negative
4726,Edi 49,5,2020-06-22 12:18:14,Sangat membantu bagi yang diet,Sangat membantu bagi yang diet,sangat membantu bagi yang diet,sangat membantu bagi yang diet,"['sangat', 'membantu', 'bagi', 'yang', 'diet']","['membantu', 'diet']",membantu diet,-3,Negative
4727,Nuraini Agustiani,5,2020-06-22 10:06:55,Sangat membantu buat kontrol kalori harian,Sangat membantu buat kontrol kalori harian,sangat membantu buat kontrol kalori harian,sangat membantu buat kontrol kalori harian,"['sangat', 'membantu', 'buat', 'kontrol', 'kalori', 'harian']","['membantu', 'kontrol', 'kalori', 'harian']",membantu kontrol kalori harian,0,Neutral
4728,Abdida Prisha,5,2020-06-22 10:03:54,Good App.,Good App,good app,good app,"['good', 'app']","['good', 'app']",good app,5,Positive
4729,ira damayanti,5,2020-06-22 10:03:12,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
4730,Wivia Bumiairini,5,2020-06-22 08:59:42,"Suka banget sm aplikasi ini, membantu buat ngitung kalori yg masuk ke tubuh, bantu buat disiplin diet",Suka banget sm aplikasi ini membantu buat ngitung kalori yg masuk ke tubuh bantu buat disiplin diet,suka banget sm aplikasi ini membantu buat ngitung kalori yg masuk ke tubuh bantu buat disiplin diet,suka banget sm aplikasi ini membantu buat ngitung kalori yang masuk ke tubuh bantu buat disiplin diet,"['suka', 'banget', 'sm', 'aplikasi', 'ini', 'membantu', 'buat', 'ngitung', 'kalori', 'yang', 'masuk', 'ke', 'tubuh', 'bantu', 'buat', 'disiplin', 'diet']","['suka', 'banget', 'sm', 'aplikasi', 'membantu', 'ngitung', 'kalori', 'masuk', 'tubuh', 'bantu', 'disiplin', 'diet']",suka banget sm aplikasi membantu ngitung kalori masuk tubuh bantu disiplin diet,-9,Negative
4731,airani ilyas,5,2020-06-22 08:36:11,Membantu mengontrol kalori yg di konsumsi sehari2,Membantu mengontrol kalori yg di konsumsi sehari,membantu mengontrol kalori yg di konsumsi sehari,membantu mengontrol kalori yang di konsumsi sehari,"['membantu', 'mengontrol', 'kalori', 'yang', 'di', 'konsumsi', 'sehari']","['membantu', 'mengontrol', 'kalori', 'konsumsi', 'sehari']",membantu mengontrol kalori konsumsi sehari,0,Neutral
4732,Sally Ratna dewi,5,2020-06-22 08:34:53,"Alhamdulillah nemu app ini,bs kontrol jumlah kalori masuk. Diet santai aj . Bs mkn apa aj",Alhamdulillah nemu app inibs kontrol jumlah kalori masuk Diet santai aj  Bs mkn apa aj,alhamdulillah nemu app inibs kontrol jumlah kalori masuk diet santai aj  bs mkn apa aj,alhamdulillah nemu app inibs kontrol jumlah kalori masuk diet santai aj bs mkn apa aj,"['alhamdulillah', 'nemu', 'app', 'inibs', 'kontrol', 'jumlah', 'kalori', 'masuk', 'diet', 'santai', 'aj', 'bs', 'mkn', 'apa', 'aj']","['alhamdulillah', 'nemu', 'app', 'inibs', 'kontrol', 'kalori', 'masuk', 'diet', 'santai', 'aj', 'bs', 'mkn', 'aj']",alhamdulillah nemu app inibs kontrol kalori masuk diet santai aj bs mkn aj,-1,Negative
4733,Nanda Made,5,2020-06-22 08:21:19,"Terima kasih banyak untuk tim developer, aplikasi ini sangat bagus berguna banget bagi yang ingin mulai hidup sehat, ditambah lagi ga ada iklan😊",Terima kasih banyak untuk tim developer aplikasi ini sangat bagus berguna banget bagi yang ingin mulai hidup sehat ditambah lagi ga ada iklan,terima kasih banyak untuk tim developer aplikasi ini sangat bagus berguna banget bagi yang ingin mulai hidup sehat ditambah lagi ga ada iklan,terima kasih banyak untuk tim developer aplikasi ini sangat bagus berguna banget bagi yang ingin mulai hidup sehat ditambah lagi tidak ada iklan,"['terima', 'kasih', 'banyak', 'untuk', 'tim', 'developer', 'aplikasi', 'ini', 'sangat', 'bagus', 'berguna', 'banget', 'bagi', 'yang', 'ingin', 'mulai', 'hidup', 'sehat', 'ditambah', 'lagi', 'tidak', 'ada', 'iklan']","['terima', 'kasih', 'tim', 'developer', 'aplikasi', 'bagus', 'berguna', 'banget', 'hidup', 'sehat', 'ditambah', 'iklan']",terima kasih tim developer aplikasi bagus berguna banget hidup sehat ditambah iklan,0,Neutral
4734,Nugrahani Fitria Andriani,5,2020-06-22 08:01:01,Ok,Ok,ok,ok,['ok'],['ok'],ok,4,Positive
4735,nurah mahroji,5,2020-06-22 08:00:48,Saya suka saya suka aplikasi ini bisa bantu saya ngontrol makan,Saya suka saya suka aplikasi ini bisa bantu saya ngontrol makan,saya suka saya suka aplikasi ini bisa bantu saya ngontrol makan,saya suka saya suka aplikasi ini bisa bantu saya ngontrol makan,"['saya', 'suka', 'saya', 'suka', 'aplikasi', 'ini', 'bisa', 'bantu', 'saya', 'ngontrol', 'makan']","['suka', 'suka', 'aplikasi', 'bantu', 'ngontrol', 'makan']",suka suka aplikasi bantu ngontrol makan,-1,Negative
4736,Putu Widya,4,2020-06-22 07:33:13,Bagus apl.nya tpi ada beberapa makanan yg ngak/belum terdaftar.,Bagus aplnya tpi ada beberapa makanan yg ngakbelum terdaftar,bagus aplnya tpi ada beberapa makanan yg ngakbelum terdaftar,bagus aplnya tpi ada beberapa makanan yang ngakbelum terdaftar,"['bagus', 'aplnya', 'tpi', 'ada', 'beberapa', 'makanan', 'yang', 'ngakbelum', 'terdaftar']","['bagus', 'aplnya', 'tpi', 'makanan', 'ngakbelum', 'terdaftar']",bagus aplnya tpi makanan ngakbelum terdaftar,2,Positive
4737,Viky Zhou,5,2020-06-22 04:59:35,Sangat membantu saya menurunkan bb meskipun makanan masih belumbisa stabil tp ini terasa tubuh semakin enteng pingin hidup sehat jadi makan makanan yang sehat,Sangat membantu saya menurunkan bb meskipun makanan masih belumbisa stabil tp ini terasa tubuh semakin enteng pingin hidup sehat jadi makan makanan yang sehat,sangat membantu saya menurunkan bb meskipun makanan masih belumbisa stabil tp ini terasa tubuh semakin enteng pingin hidup sehat jadi makan makanan yang sehat,sangat membantu saya menurunkan bb meskipun makanan masih belumbisa stabil tp ini terasa tubuh semakin enteng pingin hidup sehat jadi makan makanan yang sehat,"['sangat', 'membantu', 'saya', 'menurunkan', 'bb', 'meskipun', 'makanan', 'masih', 'belumbisa', 'stabil', 'tp', 'ini', 'terasa', 'tubuh', 'semakin', 'enteng', 'pingin', 'hidup', 'sehat', 'jadi', 'makan', 'makanan', 'yang', 'sehat']","['membantu', 'menurunkan', 'bb', 'makanan', 'belumbisa', 'stabil', 'tp', 'tubuh', 'enteng', 'pingin', 'hidup', 'sehat', 'makan', 'makanan', 'sehat']",membantu menurunkan bb makanan belumbisa stabil tp tubuh enteng pingin hidup sehat makan makanan sehat,8,Positive
4738,k prabaningtyas,4,2020-06-21 17:34:56,"sangat membantu dalam menghitung kalori makanan, hanya ada beberapa makanan yg tidak ditemukan jml kalorinya",sangat membantu dalam menghitung kalori makanan hanya ada beberapa makanan yg tidak ditemukan jml kalorinya,sangat membantu dalam menghitung kalori makanan hanya ada beberapa makanan yg tidak ditemukan jml kalorinya,sangat membantu dalam menghitung kalori makanan hanya ada beberapa makanan yang tidak ditemukan jml kalorinya,"['sangat', 'membantu', 'dalam', 'menghitung', 'kalori', 'makanan', 'hanya', 'ada', 'beberapa', 'makanan', 'yang', 'tidak', 'ditemukan', 'jml', 'kalorinya']","['membantu', 'menghitung', 'kalori', 'makanan', 'makanan', 'ditemukan', 'jml', 'kalorinya']",membantu menghitung kalori makanan makanan ditemukan jml kalorinya,6,Positive
4739,Gus Don,5,2020-06-21 15:16:16,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
4740,alpian (AL NEWS),5,2020-06-21 14:29:13,keren bisa hitung makanan masuk,keren bisa hitung makanan masuk,keren bisa hitung makanan masuk,keren bisa hitung makanan masuk,"['keren', 'bisa', 'hitung', 'makanan', 'masuk']","['keren', 'hitung', 'makanan', 'masuk']",keren hitung makanan masuk,1,Positive
4741,Nurulistianamasdi Masdi,5,2020-06-21 13:25:58,Wah Ngebantu banget si Buat yg lagi defisit kalori Lumaya lah meski g 100% akurat Tapi ya mndekati la Work it bnget si mnurut aq 😄,Wah Ngebantu banget si Buat yg lagi defisit kalori Lumaya lah meski g  akurat Tapi ya mndekati la Work it bnget si mnurut aq,wah ngebantu banget si buat yg lagi defisit kalori lumaya lah meski g  akurat tapi ya mndekati la work it bnget si mnurut aq,wah ngebantu banget si buat yang lagi defisit kalori lumaya lah meski g akurat tapi ya mndekati la work it bnget si mnurut aq,"['wah', 'ngebantu', 'banget', 'si', 'buat', 'yang', 'lagi', 'defisit', 'kalori', 'lumaya', 'lah', 'meski', 'g', 'akurat', 'tapi', 'ya', 'mndekati', 'la', 'work', 'it', 'bnget', 'si', 'mnurut', 'aq']","['ngebantu', 'banget', 'si', 'defisit', 'kalori', 'lumaya', 'g', 'akurat', 'mndekati', 'la', 'work', 'bnget', 'si', 'mnurut', 'aq']",ngebantu banget si defisit kalori lumaya g akurat mndekati la work bnget si mnurut aq,-2,Negative
4742,rike indriani,5,2020-06-21 12:17:40,"Praktis, smart, membantu sekali dalam mengatur asupan makanan baik untuk nurunin atay naikin BB",Praktis smart membantu sekali dalam mengatur asupan makanan baik untuk nurunin atay naikin BB,praktis smart membantu sekali dalam mengatur asupan makanan baik untuk nurunin atay naikin bb,praktis smart membantu sekali dalam mengatur asupan makanan baik untuk nurunin atay naikin bb,"['praktis', 'smart', 'membantu', 'sekali', 'dalam', 'mengatur', 'asupan', 'makanan', 'baik', 'untuk', 'nurunin', 'atay', 'naikin', 'bb']","['praktis', 'smart', 'membantu', 'mengatur', 'asupan', 'makanan', 'nurunin', 'atay', 'naikin', 'bb']",praktis smart membantu mengatur asupan makanan nurunin atay naikin bb,7,Positive
4743,Sari Pertiwi,5,2020-06-21 11:51:28,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,-6,Negative
4744,elsa hani,5,2020-06-21 10:09:32,"Baru tau ada aplikasi sebagus ini 😭😭😭 daridulu kemana aja akuuu, lengkap banget plus mudah banget mau tau kalori yang kita konsumsi berapa, ada penghitung kalori yang dibakar juga 😭😭😭 guud bangettt pokonya 😚",Baru tau ada aplikasi sebagus ini  daridulu kemana aja akuuu lengkap banget plus mudah banget mau tau kalori yang kita konsumsi berapa ada penghitung kalori yang dibakar juga  guud bangettt pokonya,baru tau ada aplikasi sebagus ini  daridulu kemana aja akuuu lengkap banget plus mudah banget mau tau kalori yang kita konsumsi berapa ada penghitung kalori yang dibakar juga  guud bangettt pokonya,baru tau ada aplikasi sebagus ini daridulu kemana aja akuuu lengkap banget plus mudah banget mau tau kalori yang kita konsumsi berapa ada penghitung kalori yang dibakar juga guud bangettt pokonya,"['baru', 'tau', 'ada', 'aplikasi', 'sebagus', 'ini', 'daridulu', 'kemana', 'aja', 'akuuu', 'lengkap', 'banget', 'plus', 'mudah', 'banget', 'mau', 'tau', 'kalori', 'yang', 'kita', 'konsumsi', 'berapa', 'ada', 'penghitung', 'kalori', 'yang', 'dibakar', 'juga', 'guud', 'bangettt', 'pokonya']","['tau', 'aplikasi', 'sebagus', 'daridulu', 'kemana', 'aja', 'akuuu', 'lengkap', 'banget', 'plus', 'mudah', 'banget', 'tau', 'kalori', 'konsumsi', 'penghitung', 'kalori', 'dibakar', 'guud', 'bangettt', 'pokonya']",tau aplikasi sebagus daridulu kemana aja akuuu lengkap banget plus mudah banget tau kalori konsumsi penghitung kalori dibakar guud bangettt pokonya,-7,Negative
4745,Ade Lia,5,2020-06-21 07:05:23,"Applikasi nya keren bgt , sangat membantu.. hanya saja mohon d update lebih banyak lg utk pilihan makanan nya, suka gak ada yang dicari , jadi bingung hehe.. tp makasih banget sangat membantu program diet saya..",Applikasi nya keren bgt  sangat membantu hanya saja mohon d update lebih banyak lg utk pilihan makanan nya suka gak ada yang dicari  jadi bingung hehe tp makasih banget sangat membantu program diet saya,applikasi nya keren bgt  sangat membantu hanya saja mohon d update lebih banyak lg utk pilihan makanan nya suka gak ada yang dicari  jadi bingung hehe tp makasih banget sangat membantu program diet saya,applikasi nya keren banget sangat membantu hanya saja mohon di update lebih banyak lg untuk pilihan makanan nya suka tidak ada yang dicari jadi bingung hehe tp makasih banget sangat membantu program diet saya,"['applikasi', 'nya', 'keren', 'banget', 'sangat', 'membantu', 'hanya', 'saja', 'mohon', 'di', 'update', 'lebih', 'banyak', 'lg', 'untuk', 'pilihan', 'makanan', 'nya', 'suka', 'tidak', 'ada', 'yang', 'dicari', 'jadi', 'bingung', 'hehe', 'tp', 'makasih', 'banget', 'sangat', 'membantu', 'program', 'diet', 'saya']","['applikasi', 'keren', 'banget', 'membantu', 'mohon', 'update', 'lg', 'pilihan', 'makanan', 'suka', 'dicari', 'bingung', 'hehe', 'tp', 'makasih', 'banget', 'membantu', 'program', 'diet']",applikasi keren banget membantu mohon update lg pilihan makanan suka dicari bingung hehe tp makasih banget membantu program diet,13,Positive
4746,Poersub Premium,5,2020-06-21 05:29:42,bagus👍 membantu mengatur pola makan untuk yg sedang menjalani program diet..,bagus membantu mengatur pola makan untuk yg sedang menjalani program diet,bagus membantu mengatur pola makan untuk yg sedang menjalani program diet,bagus membantu mengatur pola makan untuk yang sedang menjalani program diet,"['bagus', 'membantu', 'mengatur', 'pola', 'makan', 'untuk', 'yang', 'sedang', 'menjalani', 'program', 'diet']","['bagus', 'membantu', 'mengatur', 'pola', 'makan', 'menjalani', 'program', 'diet']",bagus membantu mengatur pola makan menjalani program diet,1,Positive
4747,teguh rossoneri,5,2020-06-20 21:01:53,"sangat membantu pola makan, dan asupan dalan tubuh",sangat membantu pola makan dan asupan dalan tubuh,sangat membantu pola makan dan asupan dalan tubuh,sangat membantu pola makan dan asupan dalan tubuh,"['sangat', 'membantu', 'pola', 'makan', 'dan', 'asupan', 'dalan', 'tubuh']","['membantu', 'pola', 'makan', 'asupan', 'dalan', 'tubuh']",membantu pola makan asupan dalan tubuh,-1,Negative
4748,Satryaa Natama Nugraha,5,2020-06-20 12:25:03,Mantappp,Mantappp,mantappp,mantappp,['mantappp'],['mantappp'],mantappp,0,Neutral
4749,Hasan ashari,5,2020-06-20 11:25:41,Sangat senang dengan apl ini. Sangat membantu saya dalam mengukur dan mengawasi kalori yang masuk dalam tubuh. Nilai plus dari apl ini adalah terdapat komunitas yang sangat positif dimana orang2 saling berbagi info dan sharing tentang pengalaman diet mereka dan saling mendukung satu sama lain. Saya sangat senang berada di lingkungan yang supportif apalagi bagi sebagian orang yang berada dilingkungan real yang sangat tidak supportif. Hal tersebut sanagat memotifasi saya agar tidak menyerah. Trims,Sangat senang dengan apl ini Sangat membantu saya dalam mengukur dan mengawasi kalori yang masuk dalam tubuh Nilai plus dari apl ini adalah terdapat komunitas yang sangat positif dimana orang saling berbagi info dan sharing tentang pengalaman diet mereka dan saling mendukung satu sama lain Saya sangat senang berada di lingkungan yang supportif apalagi bagi sebagian orang yang berada dilingkungan real yang sangat tidak supportif Hal tersebut sanagat memotifasi saya agar tidak menyerah Trims,sangat senang dengan apl ini sangat membantu saya dalam mengukur dan mengawasi kalori yang masuk dalam tubuh nilai plus dari apl ini adalah terdapat komunitas yang sangat positif dimana orang saling berbagi info dan sharing tentang pengalaman diet mereka dan saling mendukung satu sama lain saya sangat senang berada di lingkungan yang supportif apalagi bagi sebagian orang yang berada dilingkungan real yang sangat tidak supportif hal tersebut sanagat memotifasi saya agar tidak menyerah trims,sangat senang dengan apl ini sangat membantu saya dalam mengukur dan mengawasi kalori yang masuk dalam tubuh nilai plus dari apl ini adalah terdapat komunitas yang sangat positif dimana orang saling berbagi info dan sharing tentang pengalaman diet mereka dan saling mendukung satu sama lain saya sangat senang berada di lingkungan yang supportif apalagi bagi sebagian orang yang berada dilingkungan real yang sangat tidak supportif hal tersebut sanagat memotifasi saya agar tidak menyerah trims,"['sangat', 'senang', 'dengan', 'apl', 'ini', 'sangat', 'membantu', 'saya', 'dalam', 'mengukur', 'dan', 'mengawasi', 'kalori', 'yang', 'masuk', 'dalam', 'tubuh', 'nilai', 'plus', 'dari', 'apl', 'ini', 'adalah', 'terdapat', 'komunitas', 'yang', 'sangat', 'positif', 'dimana', 'orang', 'saling', 'berbagi', 'info', 'dan', 'sharing', 'tentang', 'pengalaman', 'diet', 'mereka', 'dan', 'saling', 'mendukung', 'satu', 'sama', 'lain', 'saya', 'sangat', 'senang', 'berada', 'di', 'lingkungan', 'yang', 'supportif', 'apalagi', 'bagi', 'sebagian', 'orang', 'yang', 'berada', 'dilingkungan', 'real', 'yang', 'sangat', 'tidak', 'supportif', 'hal', 'tersebut', 'sanagat', 'memotifasi', 'saya', 'agar', 'tidak', 'menyerah', 'trims']","['senang', 'apl', 'membantu', 'mengukur', 'mengawasi', 'kalori', 'masuk', 'tubuh', 'nilai', 'plus', 'apl', 'komunitas', 'positif', 'dimana', 'orang', 'berbagi', 'info', 'sharing', 'pengalaman', 'diet', 'mendukung', 'senang', 'lingkungan', 'supportif', 'orang', 'dilingkungan', 'real', 'supportif', 'sanagat', 'memotifasi', 'menyerah', 'trims']",senang apl membantu mengukur mengawasi kalori masuk tubuh nilai plus apl komunitas positif dimana orang berbagi info sharing pengalaman diet mendukung senang lingkungan supportif orang dilingkungan real supportif sanagat memotifasi menyerah trims,9,Positive
4750,Emma Deliyani,5,2020-06-20 10:35:29,Cuma kurang banyak farian jenis makanannya 😁,Cuma kurang banyak farian jenis makanannya,cuma kurang banyak farian jenis makanannya,cuma kurang banyak farian jenis makanannya,"['cuma', 'kurang', 'banyak', 'farian', 'jenis', 'makanannya']","['farian', 'jenis', 'makanannya']",farian jenis makanannya,0,Neutral
4751,Dwi Agustin K 82,5,2020-06-20 10:22:26,Okeee,Okeee,okeee,okeee,['okeee'],['okeee'],okeee,0,Neutral
4752,Diluar Nurul,5,2020-06-20 08:52:00,Mntull,Mntull,mntull,mntull,['mntull'],['mntull'],mntull,0,Neutral
4753,Yofinanda Hanifah,5,2020-06-20 07:52:33,terbaeq,terbaeq,terbaeq,terbaeq,['terbaeq'],['terbaeq'],terbaeq,0,Neutral
4754,laila fitri,5,2020-06-20 07:35:27,terima kasih,terima kasih,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih,3,Positive
